,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
257,257,18,15,1518
258,258,19,18,1819
259,259,15,18,1518
260,260,19,15,1519
261,261,18,15,1518
262,262,19,15,1519
263,263,18,15,1518
264,264,19,15,1519
265,265,19,18,1819
266,266,19,18,1819
267,267,19,15,1519
268,268,19,15,1519
269,269,15,18,1518
270,270,19,15,1519
271,271,19,15,1519
272,272,19,15,1519
273,273,15,19,1519
274,274,18,19,1819
275,275,18,15,1518
276,276,15,19,1519
277,277,22,19,1922
278,278,15,18,1518
279,279,15,19,1519
280,280,15,18,1518
281,281,19,15,1519
282,282,19,15,1519
283,283,19,15,1519
284,284,20,21,2021
285,285,15,19,1519
286,286,19,15,1519
287,287,19,15,1519
288,288,19,15,1519
289,289,18,15,1518
290,290,22,19,1922
291,291,15,19,1519
292,292,19,18,1819
293,293,19,16,1619
294,294,21,23,2123
295,295,22,15,1522
296,296,19,18,1819
297,297,22,19,1922
298,298,15,18,1518
299,299,19,15,1519
300,300,18,19,1819
301,301,19,15,1519
302,302,18,19,1819
303,303,22,19,1922
304,304,15,18,1518
305,305,19,22,1922
306,306,18,15,1518
307,307,18,16,1618
308,308,15,18,1518
309,309,15,19,1519
310,310,15,22,1522
311,311,16,18,1618
312,312,15,18,1518
313,313,18,19,1819
314,314,19,18,1819
315,315,15,19,1519
316,316,18,15,1518
317,317,16,19,1619
318,318,15,18,1518
319,319,15,18,1518
320,320,15,19,1519
321,321,15,19,1519
322,322,15,18,1518
323,323,16,21,1621
324,324,19,18,1819
325,325,15,19,1519
326,326,15,19,1519
327,327,15,19,1519
328,328,15,19,1519
329,329,18,19,1819
330,330,22,19,1922
331,331,19,15,1519
332,332,19,22,1922
333,333,15,19,1519
334,334,19,18,1819
335,335,18,15,1518
336,336,18,16,1618
337,337,19,15,1519
338,338,19,15,1519
339,339,22,19,1922
340,340,22,19,1922
341,341,22,19,1922
342,342,19,15,1519
343,343,18,19,1819
344,344,19,18,1819
345,345,15,18,1518
346,346,15,19,1519
347,347,19,15,1519
348,348,18,19,1819
349,349,15,19,1519
350,350,19,15,1519
351,351,22,19,1922
352,352,18,15,1518
353,353,15,19,1519
354,354,18,15,1518
355,355,18,15,1518
356,356,15,6,615
357,357,23,21,2123
358,358,18,19,1819
359,359,22,15,1522
360,360,18,19,1819
361,361,15,18,1518
362,362,19,22,1922
363,363,15,18,1518
364,364,22,19,1922
365,365,15,19,1519
366,366,18,19,1819
367,367,18,15,1518
368,368,19,15,1519
369,369,19,15,1519
370,370,21,23,2123
371,371,19,18,1819
372,372,19,15,1519
373,373,18,19,1819
374,374,19,15,1519
375,375,18,15,1518
376,376,15,18,1518
377,377,19,22,1922
378,378,18,19,1819
379,379,22,19,1922
380,380,19,15,1519
381,381,22,19,1922
382,382,15,19,1519
383,383,15,19,1519
384,384,16,18,1618
385,385,15,18,1518
386,386,19,18,1819
387,387,18,15,1518
388,388,18,19,1819
389,389,22,19,1922
390,390,19,22,1922
391,391,22,19,1922
392,392,18,19,1819
393,393,15,19,1519
394,394,15,19,1519
395,395,18,19,1819
396,396,18,19,1819
397,397,18,19,1819
398,398,18,15,1518
399,399,15,19,1519
400,400,22,19,1922
401,401,19,18,1819
402,402,22,15,1522
403,403,18,19,1819
404,404,15,19,1519
405,405,15,18,1518
406,406,16,18,1618
407,407,19,15,1519
408,408,19,22,1922
409,409,18,15,1518
410,410,19,15,1519
411,411,19,18,1819
412,412,19,22,1922
413,413,19,18,1819
414,414,15,19,1519
415,415,15,19,1519
416,416,18,15,1518
417,417,15,18,1518
418,418,15,19,1519
419,419,18,19,1819
420,420,22,19,1922
421,421,15,22,1522
422,422,15,19,1519
423,423,15,19,1519
424,424,19,15,1519
425,425,15,19,1519
426,426,22,19,1922
427,427,22,19,1922
428,428,16,15,1516
429,429,18,15,1518
430,430,15,19,1519
431,431,19,15,1519
432,432,19,22,1922
433,433,15,22,1522
434,434,15,19,1519
435,435,18,15,1518
436,436,15,19,1519
437,437,19,18,1819
438,438,18,19,1819
439,439,18,15,1518
440,440,22,19,1922
441,441,15,19,1519
442,442,19,18,1819
443,443,16,21,1621
444,444,18,15,1518
445,445,15,22,1522
446,446,15,18,1518
447,447,15,18,1518
448,448,15,18,1518
449,449,22,19,1922
450,450,15,19,1519
451,451,18,19,1819
452,452,19,18,1819
453,453,18,15,1518
454,454,16,21,1621
455,455,18,19,1819
456,456,15,19,1519
457,457,22,19,1922
458,458,19,22,1922
459,459,19,15,1519
460,460,19,22,1922
461,461,19,18,1819
462,462,18,19,1819
463,463,22,19,1922
464,464,15,19,1519
465,465,19,18,1819
466,466,19,15,1519
467,467,18,19,1819
468,468,19,22,1922
469,469,19,15,1519
470,470,22,19,1922
471,471,19,15,1519
472,472,18,19,1819
473,473,19,22,1922
474,474,19,15,1519
475,475,15,19,1519
476,476,15,22,1522
477,477,22,19,1922
478,478,22,19,1922
479,479,15,16,1516
480,480,15,19,1519
481,481,18,16,1618
482,482,19,18,1819
483,483,18,15,1518
484,484,19,15,1519
485,485,19,15,1519
486,486,15,18,1518
487,487,22,19,1922
488,488,19,16,1619
489,489,19,22,1922
490,490,15,19,1519
491,491,15,18,1518
492,492,15,18,1518
493,493,18,15,1518
494,494,18,15,1518
495,495,22,20,2022
496,496,18,15,1518
497,497,19,15,1519
498,498,18,15,1518
499,499,18,15,1518
500,500,19,22,1922
501,501,18,15,1518
502,502,19,15,1519
503,503,19,22,1922
504,504,15,17,1517
505,505,22,19,1922
506,506,19,22,1922
507,507,22,15,1522
508,508,18,15,1518
509,509,19,20,1920
510,510,22,19,1922
511,511,18,15,1518
512,512,19,15,1519
513,513,18,15,1518
514,514,19,22,1922
515,515,19,22,1922
516,516,15,19,1519
517,517,22,19,1922
518,518,18,16,1618
519,519,18,15,1518
520,520,22,19,1922
521,521,18,19,1819
522,522,18,19,1819
523,523,18,19,1819
524,524,15,19,1519
525,525,19,18,1819
526,526,22,19,1922
527,527,22,19,1922
528,528,16,19,1619
529,529,16,21,1621
530,530,22,19,1922
531,531,16,19,1619
532,532,22,19,1922
533,533,16,18,1618
534,534,15,18,1518
535,535,22,19,1922
536,536,15,19,1519
537,537,15,1,115
538,538,18,15,1518
539,539,15,18,1518
540,540,18,15,1518
541,541,22,15,1522
542,542,19,15,1519
543,543,19,15,1519
544,544,22,19,1922
545,545,15,19,1519
546,546,22,19,1922
547,547,15,18,1518
548,548,15,19,1519
549,549,22,19,1922
550,550,15,18,1518
551,551,15,19,1519
552,552,18,15,1518
553,553,19,15,1519
554,554,18,15,1518
555,555,22,19,1922
556,556,15,22,1522
557,557,19,22,1922
558,558,22,19,1922
559,559,19,22,1922
560,560,15,19,1519
561,561,15,22,1522
562,562,18,19,1819
563,563,15,19,1519
564,564,15,18,1518
565,565,15,22,1522
566,566,15,19,1519
567,567,19,22,1922
568,568,15,19,1519
569,569,18,15,1518
570,570,22,19,1922
571,571,15,19,1519
572,572,19,18,1819
573,573,18,15,1518
574,574,22,19,1922
575,575,15,22,1522
576,576,18,19,1819
577,577,19,22,1922
578,578,15,18,1518
579,579,19,15,1519
580,580,19,22,1922
581,581,19,15,1519
582,582,15,19,1519
583,583,19,15,1519
584,584,15,18,1518
585,585,15,19,1519
586,586,19,22,1922
587,587,19,15,1519
588,588,15,18,1518
589,589,19,15,1519
590,590,15,18,1518
591,591,19,22,1922
592,592,18,19,1819
593,593,15,19,1519
594,594,15,19,1519
595,595,19,15,1519
596,596,15,19,1519
597,597,19,18,1819
598,598,19,15,1519
599,599,15,19,1519
600,600,15,18,1518
601,601,15,19,1519
602,602,18,19,1819
603,603,15,18,1518
604,604,15,19,1519
605,605,18,15,1518
606,606,15,19,1519
607,607,19,18,1819
608,608,15,19,1519
609,609,19,18,1819
610,610,22,19,1922
611,611,22,20,2022
612,612,18,19,1819
613,613,15,19,1519
614,614,22,19,1922
615,615,15,19,1519
616,616,21,20,2021
617,617,22,19,1922
618,618,19,15,1519
619,619,18,19,1819
620,620,15,19,1519
621,621,18,15,1518
622,622,19,18,1819
623,623,16,21,1621
624,624,15,19,1519
625,625,22,19,1922
626,626,19,18,1819
627,627,22,19,1922
628,628,16,15,1516
629,629,19,18,1819
630,630,18,19,1819
631,631,19,15,1519
632,632,15,19,1519
633,633,22,19,1922
634,634,15,18,1518
635,635,15,19,1519
636,636,15,19,1519
637,637,15,18,1518
638,638,18,15,1518
639,639,15,22,1522
640,640,15,18,1518
641,641,22,19,1922
642,642,22,19,1922
643,643,15,16,1516
644,644,15,18,1518
645,645,18,20,1820
646,646,22,19,1922
647,647,18,19,1819
648,648,15,19,1519
649,649,15,18,1518
650,650,19,22,1922
651,651,19,18,1819
652,652,15,18,1518
653,653,19,15,1519
654,654,18,15,1518
655,655,18,15,1518
656,656,19,15,1519
657,657,18,16,1618
658,658,22,19,1922
659,659,18,15,1518
660,660,19,22,1922
661,661,19,22,1922
662,662,15,18,1518
663,663,18,19,1819
664,664,19,22,1922
665,665,22,19,1922
666,666,15,22,1522
667,667,19,22,1922
668,668,16,21,1621
669,669,15,19,1519
670,670,22,19,1922
671,671,19,22,1922
672,672,19,22,1922
673,673,15,19,1519
674,674,15,18,1518
675,675,15,18,1518
676,676,15,19,1519
677,677,16,21,1621
678,678,19,22,1922
679,679,22,19,1922
680,680,18,16,1618
681,681,15,18,1518
682,682,19,22,1922
683,683,19,22,1922
684,684,15,18,1518
685,685,15,18,1518
686,686,15,19,1519
687,687,22,19,1922
688,688,15,18,1518
689,689,19,22,1922
690,690,15,19,1519
691,691,15,19,1519
692,692,18,19,1819
693,693,15,18,1518
694,694,19,22,1922
695,695,15,18,1518
696,696,15,19,1519
697,697,15,19,1519
698,698,19,15,1519
699,699,19,15,1519
700,700,19,18,1819
701,701,19,22,1922
702,702,15,19,1519
703,703,15,19,1519
704,704,19,22,1922
705,705,18,19,1819
706,706,15,18,1518
707,707,19,15,1519
708,708,22,19,1922
709,709,19,22,1922
710,710,18,19,1819
711,711,15,19,1519
712,712,18,15,1518
713,713,19,18,1819
714,714,22,15,1522
715,715,19,18,1819
716,716,19,15,1519
717,717,22,18,1822
718,718,18,19,1819
719,719,18,16,1618
720,720,22,19,1922
721,721,18,15,1518
722,722,15,19,1519
723,723,19,22,1922
724,724,22,19,1922
725,725,15,18,1518
726,726,19,15,1519
727,727,22,15,1522
728,728,18,15,1518
729,729,19,22,1922
730,730,18,15,1518
731,731,15,18,1518
732,732,15,22,1522
733,733,22,19,1922
734,734,22,19,1922
735,735,21,20,2021
736,736,18,15,1518
737,737,15,18,1518
738,738,15,18,1518
739,739,15,19,1519
740,740,15,19,1519
741,741,18,15,1518
742,742,19,18,1819
743,743,19,15,1519
744,744,18,19,1819
745,745,18,15,1518
746,746,19,22,1922
747,747,18,19,1819
748,748,18,15,1518
749,749,19,22,1922
750,750,19,18,1819
751,751,15,19,1519
752,752,15,19,1519
753,753,22,19,1922
754,754,22,19,1922
755,755,22,20,2022
756,756,15,18,1518
757,757,15,19,1519
758,758,15,6,615
759,759,18,19,1819
760,760,15,19,1519
761,761,19,15,1519
762,762,15,19,1519
763,763,18,19,1819
764,764,19,15,1519
765,765,18,15,1518
766,766,22,19,1922
767,767,18,19,1819
768,768,19,18,1819
769,769,19,22,1922
770,770,22,19,1922
771,771,15,18,1518
772,772,15,18,1518
773,773,18,19,1819
774,774,19,15,1519
775,775,22,19,1922
776,776,19,15,1519
777,777,15,19,1519
778,778,19,18,1819
779,779,19,15,1519
780,780,15,18,1518
781,781,22,19,1922
782,782,18,19,1819
783,783,18,19,1819
784,784,15,16,1516
785,785,19,15,1519
786,786,22,19,1922
787,787,19,16,1619
788,788,15,22,1522
789,789,22,19,1922
790,790,15,19,1519
791,791,18,19,1819
792,792,22,6,622
793,793,15,19,1519
794,794,15,18,1518
795,795,15,19,1519
796,796,18,19,1819
797,797,19,18,1819
798,798,22,19,1922
799,799,22,15,1522
800,800,22,19,1922
801,801,15,18,1518
802,802,18,15,1518
803,803,19,15,1519
804,804,19,22,1922
805,805,15,16,1516
806,806,16,21,1621
807,807,22,19,1922
808,808,18,19,1819
809,809,18,19,1819
810,810,18,19,1819
811,811,15,19,1519
812,812,19,22,1922
813,813,15,19,1519
814,814,15,19,1519
815,815,15,19,1519
816,816,19,15,1519
817,817,15,18,1518
818,818,19,15,1519
819,819,22,19,1922
820,820,18,19,1819
821,821,22,19,1922
822,822,23,16,1623
823,823,15,19,1519
824,824,19,15,1519
825,825,22,15,1522
826,826,18,15,1518
827,827,15,19,1519
828,828,22,19,1922
829,829,19,18,1819
830,830,19,15,1519
831,831,19,22,1922
832,832,15,19,1519
833,833,18,15,1518
834,834,18,15,1518
835,835,15,18,1518
836,836,15,18,1518
837,837,19,18,1819
838,838,19,15,1519
839,839,15,19,1519
840,840,19,22,1922
841,841,18,15,1518
842,842,18,4,418
843,843,18,15,1518
844,844,15,18,1518
845,845,19,22,1922
846,846,15,19,1519
847,847,22,19,1922
848,848,18,15,1518
849,849,19,22,1922
850,850,18,19,1819
851,851,22,19,1922
852,852,22,19,1922
853,853,15,18,1518
854,854,22,19,1922
855,855,15,19,1519
856,856,20,19,1920
857,857,15,18,1518
858,858,18,15,1518
859,859,15,19,1519
860,860,22,19,1922
861,861,19,15,1519
862,862,15,18,1518
863,863,18,19,1819
864,864,18,19,1819
865,865,18,19,1819
866,866,19,22,1922
867,867,19,18,1819
868,868,19,15,1519
869,869,16,21,1621
870,870,15,19,1519
871,871,18,15,1518
872,872,18,15,1518
873,873,15,22,1522
874,874,22,19,1922
875,875,15,18,1518
876,876,22,19,1922
877,877,22,19,1922
878,878,19,18,1819
879,879,18,15,1518
880,880,15,18,1518
881,881,19,22,1922
882,882,16,18,1618
883,883,18,15,1518
884,884,19,15,1519
885,885,18,19,1819
886,886,15,19,1519
887,887,19,22,1922
888,888,18,19,1819
889,889,22,19,1922
890,890,15,19,1519
891,891,15,19,1519
892,892,18,19,1819
893,893,19,15,1519
894,894,18,15,1518
895,895,15,19,1519
896,896,18,19,1819
897,897,19,15,1519
898,898,22,19,1922
899,899,15,18,1518
900,900,15,19,1519
901,901,22,19,1922
902,902,19,22,1922
903,903,21,23,2123
904,904,19,22,1922
905,905,19,18,1819
906,906,15,19,1519
907,907,22,19,1922
908,908,15,22,1522
909,909,20,16,1620
910,910,18,19,1819
911,911,15,18,1518
912,912,22,19,1922
913,913,22,19,1922
914,914,22,19,1922
915,915,22,19,1922
916,916,22,19,1922
917,917,19,18,1819
918,918,22,19,1922
919,919,15,18,1518
920,920,18,15,1518
921,921,19,22,1922
922,922,15,19,1519
923,923,18,15,1518
924,924,19,22,1922
925,925,22,19,1922
926,926,18,19,1819
927,927,15,19,1519
928,928,19,22,1922
929,929,15,22,1522
930,930,15,19,1519
931,931,15,19,1519
932,932,19,18,1819
933,933,22,15,1522
934,934,22,19,1922
935,935,19,15,1519
936,936,19,15,1519
937,937,19,15,1519
938,938,18,19,1819
939,939,15,19,1519
940,940,19,15,1519
941,941,19,15,1519
942,942,22,19,1922
943,943,22,6,622
944,944,19,15,1519
945,945,22,19,1922
946,946,18,15,1518
947,947,15,19,1519
948,948,19,15,1519
949,949,19,15,1519
950,950,18,15,1518
951,951,19,16,1619
952,952,18,15,1518
953,953,22,20,2022
954,954,18,19,1819
955,955,18,15,1518
956,956,19,18,1819
957,957,16,19,1619
958,958,19,22,1922
959,959,15,19,1519
960,960,18,15,1518
961,961,19,22,1922
962,962,22,19,1922
963,963,19,16,1619
964,964,18,19,1819
965,965,15,6,615
966,966,15,19,1519
967,967,22,19,1922
968,968,15,18,1518
969,969,19,18,1819
970,970,15,19,1519
971,971,15,18,1518
972,972,15,18,1518
973,973,22,19,1922
974,974,18,19,1819
975,975,15,19,1519
976,976,19,15,1519
977,977,19,15,1519
978,978,19,15,1519
979,979,22,19,1922
980,980,15,18,1518
981,981,19,22,1922
982,982,18,15,1518
983,983,18,19,1819
984,984,18,19,1819
985,985,22,19,1922
986,986,19,22,1922
987,987,15,16,1516
988,988,15,18,1518
989,989,18,19,1819
990,990,19,22,1922
991,991,18,19,1819
992,992,22,19,1922
993,993,15,22,1522
994,994,18,19,1819
995,995,15,18,1518
996,996,16,18,1618
997,997,15,19,1519
998,998,19,15,1519
999,999,19,22,1922
1000,1000,15,18,1518
1001,1001,18,15,1518
1002,1002,18,15,1518
1003,1003,22,19,1922
1004,1004,15,19,1519
1005,1005,15,22,1522
1006,1006,19,15,1519
1007,1007,19,15,1519
1008,1008,18,16,1618
1009,1009,19,22,1922
1010,1010,15,19,1519
1011,1011,19,22,1922
1012,1012,19,18,1819
1013,1013,16,18,1618
1014,1014,22,19,1922
1015,1015,22,19,1922
1016,1016,15,18,1518
1017,1017,19,15,1519
1018,1018,15,19,1519
1019,1019,15,19,1519
1020,1020,19,15,1519
1021,1021,18,15,1518
1022,1022,19,22,1922
1023,1023,15,19,1519
1024,1024,19,15,1519
1025,1025,19,22,1922
1026,1026,15,19,1519
1027,1027,22,19,1922
1028,1028,19,15,1519
1029,1029,19,15,1519
1030,1030,15,18,1518
1031,1031,22,20,2022
1032,1032,22,15,1522
1033,1033,18,15,1518
1034,1034,22,19,1922
1035,1035,18,19,1819
1036,1036,16,18,1618
1037,1037,18,15,1518
1038,1038,18,15,1518
1039,1039,19,22,1922
1040,1040,19,15,1519
1041,1041,22,19,1922
1042,1042,22,19,1922
1043,1043,16,18,1618
1044,1044,18,15,1518
1045,1045,16,21,1621
1046,1046,18,19,1819
1047,1047,19,15,1519
1048,1048,22,19,1922
1049,1049,22,19,1922
1050,1050,18,4,418
1051,1051,18,15,1518
1052,1052,18,15,1518
1053,1053,19,15,1519
1054,1054,22,19,1922
1055,1055,19,18,1819
1056,1056,22,19,1922
1057,1057,22,19,1922
1058,1058,19,15,1519
1059,1059,15,19,1519
1060,1060,19,15,1519
1061,1061,18,15,1518
1062,1062,15,19,1519
1063,1063,22,19,1922
1064,1064,19,15,1519
1065,1065,22,19,1922
1066,1066,15,19,1519
1067,1067,22,15,1522
1068,1068,22,19,1922
1069,1069,15,19,1519
1070,1070,22,19,1922
1071,1071,18,15,1518
1072,1072,22,15,1522
1073,1073,19,15,1519
1074,1074,15,19,1519
1075,1075,18,19,1819
1076,1076,19,15,1519
1077,1077,18,15,1518
1078,1078,15,18,1518
1079,1079,19,15,1519
1080,1080,15,19,1519
1081,1081,15,19,1519
1082,1082,19,15,1519
1083,1083,22,15,1522
1084,1084,22,15,1522
1085,1085,18,16,1618
1086,1086,19,15,1519
1087,1087,22,19,1922
1088,1088,18,15,1518
1089,1089,22,15,1522
1090,1090,18,15,1518
1091,1091,16,18,1618
1092,1092,15,19,1519
1093,1093,15,19,1519
1094,1094,19,18,1819
1095,1095,22,19,1922
1096,1096,15,19,1519
1097,1097,15,19,1519
1098,1098,15,19,1519
1099,1099,22,19,1922
1100,1100,18,15,1518
1101,1101,19,15,1519
1102,1102,18,22,1822
1103,1103,18,19,1819
1104,1104,19,22,1922
1105,1105,15,19,1519
1106,1106,19,15,1519
1107,1107,19,18,1819
1108,1108,20,22,2022
1109,1109,15,22,1522
1110,1110,18,15,1518
1111,1111,18,19,1819
1112,1112,15,19,1519
1113,1113,18,19,1819
1114,1114,18,19,1819
1115,1115,15,18,1518
1116,1116,15,19,1519
1117,1117,15,18,1518
1118,1118,19,18,1819
1119,1119,22,20,2022
1120,1120,22,19,1922
1121,1121,18,15,1518
1122,1122,18,16,1618
1123,1123,15,19,1519
1124,1124,15,19,1519
1125,1125,19,15,1519
1126,1126,22,19,1922
1127,1127,18,15,1518
1128,1128,19,15,1519
1129,1129,15,19,1519
1130,1130,18,19,1819
1131,1131,15,19,1519
1132,1132,19,15,1519
1133,1133,18,15,1518
1134,1134,19,15,1519
1135,1135,19,22,1922
1136,1136,16,15,1516
1137,1137,15,19,1519
1138,1138,22,19,1922
1139,1139,15,18,1518
1140,1140,18,19,1819
1141,1141,19,22,1922
1142,1142,22,20,2022
1143,1143,22,19,1922
1144,1144,22,19,1922
1145,1145,18,19,1819
1146,1146,19,15,1519
1147,1147,19,15,1519
1148,1148,19,15,1519
1149,1149,18,15,1518
1150,1150,19,22,1922
1151,1151,22,19,1922
1152,1152,18,15,1518
1153,1153,19,22,1922
1154,1154,15,19,1519
1155,1155,18,19,1819
1156,1156,18,19,1819
1157,1157,19,22,1922
1158,1158,18,15,1518
1159,1159,15,19,1519
1160,1160,15,19,1519
1161,1161,18,19,1819
1162,1162,18,19,1819
1163,1163,19,18,1819
1164,1164,18,15,1518
1165,1165,19,22,1922
1166,1166,15,19,1519
1167,1167,19,15,1519
1168,1168,18,15,1518
1169,1169,19,18,1819
1170,1170,15,19,1519
1171,1171,22,6,622
1172,1172,22,19,1922
1173,1173,18,15,1518
1174,1174,16,18,1618
1175,1175,19,15,1519
1176,1176,22,6,622
1177,1177,15,19,1519
1178,1178,15,19,1519
1179,1179,19,22,1922
1180,1180,19,18,1819
1181,1181,18,15,1518
1182,1182,18,15,1518
1183,1183,15,19,1519
1184,1184,19,22,1922
1185,1185,18,15,1518
1186,1186,19,15,1519
1187,1187,15,7,715
1188,1188,22,19,1922
1189,1189,15,18,1518
1190,1190,18,19,1819
1191,1191,19,18,1819
1192,1192,15,18,1518
1193,1193,15,19,1519
1194,1194,19,22,1922
1195,1195,15,19,1519
1196,1196,15,19,1519
1197,1197,19,15,1519
1198,1198,22,19,1922
1199,1199,22,19,1922
1200,1200,22,19,1922
1201,1201,19,15,1519
1202,1202,19,22,1922
1203,1203,15,19,1519
1204,1204,22,19,1922
1205,1205,23,21,2123
1206,1206,18,19,1819
1207,1207,19,15,1519
1208,1208,18,15,1518
1209,1209,18,19,1819
1210,1210,18,15,1518
1211,1211,15,19,1519
1212,1212,22,19,1922
1213,1213,19,15,1519
1214,1214,22,19,1922
1215,1215,18,15,1518
1216,1216,19,15,1519
1217,1217,22,19,1922
1218,1218,15,19,1519
1219,1219,18,19,1819
1220,1220,22,19,1922
1221,1221,22,19,1922
1222,1222,19,22,1922
1223,1223,22,19,1922
1224,1224,19,22,1922
1225,1225,18,19,1819
