,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
228,228,18,19,1819
229,229,15,18,1518
230,230,18,15,1518
231,231,15,19,1519
232,232,19,18,1819
233,233,18,15,1518
234,234,15,18,1518
235,235,18,15,1518
236,236,21,15,1521
237,237,19,22,1922
238,238,4,19,419
239,239,15,18,1518
240,240,15,19,1519
241,241,22,19,1922
242,242,18,15,1518
243,243,19,15,1519
244,244,16,21,1621
245,245,15,19,1519
246,246,5,20,520
247,247,19,22,1922
248,248,15,19,1519
249,249,18,19,1819
250,250,22,19,1922
251,251,15,0,015
252,252,18,15,1518
253,253,18,19,1819
254,254,18,19,1819
255,255,19,15,1519
256,256,19,6,619
257,257,15,4,415
258,258,15,18,1518
259,259,18,19,1819
260,260,15,18,1518
261,261,22,19,1922
262,262,18,15,1518
263,263,18,15,1518
264,264,15,4,415
265,265,15,18,1518
266,266,18,15,1518
267,267,18,15,1518
268,268,22,20,2022
269,269,15,19,1519
270,270,1,19,119
271,271,22,19,1922
272,272,19,15,1519
273,273,15,5,515
274,274,18,15,1518
275,275,19,15,1519
276,276,15,18,1518
277,277,19,15,1519
278,278,19,15,1519
279,279,18,31,1831
280,280,18,19,1819
281,281,15,19,1519
282,282,19,22,1922
283,283,15,19,1519
284,284,15,19,1519
285,285,19,22,1922
286,286,15,18,1518
287,287,19,15,1519
288,288,18,15,1518
289,289,15,19,1519
290,290,19,22,1922
291,291,18,24,1824
292,292,19,15,1519
293,293,19,18,1819
294,294,15,19,1519
295,295,19,18,1819
296,296,15,18,1518
297,297,15,1,115
298,298,0,1,01
299,299,15,19,1519
300,300,1,29,129
301,301,18,15,1518
302,302,19,18,1819
303,303,15,0,015
304,304,15,19,1519
305,305,15,19,1519
306,306,18,15,1518
307,307,19,16,1619
308,308,19,18,1819
309,309,15,18,1518
310,310,19,1,119
311,311,21,16,1621
312,312,1,19,119
313,313,15,19,1519
314,314,18,19,1819
315,315,19,22,1922
316,316,19,22,1922
317,317,18,15,1518
318,318,18,15,1518
319,319,15,18,1518
320,320,19,16,1619
321,321,15,18,1518
322,322,15,19,1519
323,323,19,22,1922
324,324,19,16,1619
325,325,15,18,1518
326,326,18,15,1518
327,327,15,19,1519
328,328,19,6,619
329,329,19,22,1922
330,330,15,19,1519
331,331,15,1,115
332,332,18,15,1518
333,333,15,1,115
334,334,19,15,1519
335,335,15,19,1519
336,336,19,15,1519
337,337,19,18,1819
338,338,15,19,1519
339,339,18,4,418
340,340,19,15,1519
341,341,15,16,1516
342,342,15,19,1519
343,343,19,22,1922
344,344,19,22,1922
345,345,19,22,1922
346,346,19,22,1922
347,347,19,15,1519
348,348,15,18,1518
349,349,22,19,1922
350,350,15,16,1516
351,351,15,19,1519
352,352,19,18,1819
353,353,15,1,115
354,354,21,20,2021
355,355,18,19,1819
356,356,19,15,1519
357,357,15,29,1529
358,358,19,15,1519
359,359,19,18,1819
360,360,15,18,1518
361,361,15,18,1518
362,362,19,22,1922
363,363,19,20,1920
364,364,16,15,1516
365,365,15,4,415
366,366,15,18,1518
367,367,18,19,1819
368,368,18,15,1518
369,369,18,19,1819
370,370,22,19,1922
371,371,19,20,1920
372,372,15,0,015
373,373,15,4,415
374,374,19,15,1519
375,375,19,15,1519
376,376,16,15,1516
377,377,18,15,1518
378,378,18,19,1819
379,379,19,18,1819
380,380,29,19,1929
381,381,15,19,1519
382,382,19,15,1519
383,383,19,15,1519
384,384,22,19,1922
385,385,15,18,1518
386,386,18,15,1518
387,387,19,22,1922
388,388,18,19,1819
389,389,19,15,1519
390,390,21,15,1521
391,391,19,15,1519
392,392,1,29,129
393,393,22,20,2022
394,394,22,19,1922
395,395,15,18,1518
396,396,19,22,1922
397,397,18,15,1518
398,398,22,19,1922
399,399,22,19,1922
400,400,18,19,1819
401,401,18,16,1618
402,402,16,5,516
403,403,18,15,1518
404,404,18,19,1819
405,405,15,0,015
406,406,15,19,1519
407,407,19,15,1519
408,408,15,1,115
409,409,15,19,1519
410,410,19,17,1719
411,411,15,18,1518
412,412,15,18,1518
413,413,19,15,1519
414,414,15,19,1519
415,415,19,15,1519
416,416,15,19,1519
417,417,15,18,1518
418,418,15,18,1518
419,419,15,1,115
420,420,22,19,1922
421,421,18,15,1518
422,422,15,19,1519
423,423,18,16,1618
424,424,18,15,1518
425,425,18,15,1518
426,426,15,18,1518
427,427,15,4,415
428,428,15,4,415
429,429,18,19,1819
430,430,15,19,1519
431,431,22,19,1922
432,432,15,5,515
433,433,18,19,1819
434,434,18,15,1518
435,435,19,6,619
436,436,16,18,1618
437,437,15,19,1519
438,438,15,19,1519
439,439,15,19,1519
440,440,19,18,1819
441,441,22,19,1922
442,442,18,19,1819
443,443,15,18,1518
444,444,15,18,1518
445,445,19,18,1819
446,446,18,15,1518
447,447,18,19,1819
448,448,22,19,1922
449,449,22,19,1922
450,450,22,19,1922
451,451,16,15,1516
452,452,18,19,1819
453,453,1,15,115
454,454,15,19,1519
455,455,20,5,520
456,456,21,17,1721
457,457,22,19,1922
458,458,19,16,1619
459,459,15,19,1519
460,460,16,0,016
461,461,22,19,1922
462,462,19,15,1519
463,463,29,10,1029
464,464,18,19,1819
465,465,18,24,1824
466,466,15,19,1519
467,467,15,18,1518
468,468,22,19,1922
469,469,15,0,015
470,470,19,15,1519
471,471,18,16,1618
472,472,18,15,1518
473,473,15,19,1519
474,474,19,22,1922
475,475,19,15,1519
476,476,19,29,1929
477,477,15,18,1518
478,478,19,18,1819
479,479,18,15,1518
480,480,19,18,1819
481,481,18,15,1518
482,482,19,15,1519
483,483,15,18,1518
484,484,22,19,1922
485,485,15,16,1516
486,486,22,20,2022
487,487,22,19,1922
488,488,15,19,1519
489,489,22,19,1922
490,490,18,15,1518
491,491,19,15,1519
492,492,15,18,1518
493,493,15,19,1519
494,494,15,18,1518
495,495,18,15,1518
496,496,18,15,1518
497,497,15,19,1519
498,498,18,15,1518
499,499,15,18,1518
500,500,19,22,1922
501,501,18,15,1518
502,502,15,18,1518
503,503,18,15,1518
504,504,19,22,1922
505,505,0,1,01
506,506,22,19,1922
507,507,15,20,1520
508,508,15,16,1516
509,509,5,0,05
510,510,15,18,1518
511,511,15,1,115
512,512,15,4,415
513,513,19,22,1922
514,514,19,15,1519
515,515,22,19,1922
516,516,19,16,1619
517,517,15,19,1519
518,518,22,19,1922
519,519,15,16,1516
520,520,15,18,1518
521,521,15,19,1519
522,522,18,19,1819
523,523,22,19,1922
524,524,22,32,2232
525,525,22,19,1922
526,526,15,4,415
527,527,18,15,1518
528,528,19,18,1819
529,529,15,1,115
530,530,19,6,619
531,531,19,22,1922
532,532,19,22,1922
533,533,15,18,1518
534,534,15,19,1519
535,535,19,15,1519
536,536,15,18,1518
537,537,15,16,1516
538,538,22,19,1922
539,539,10,32,1032
540,540,15,19,1519
541,541,15,18,1518
542,542,19,15,1519
543,543,22,19,1922
544,544,15,19,1519
545,545,22,19,1922
546,546,15,29,1529
547,547,19,15,1519
548,548,19,15,1519
549,549,15,18,1518
550,550,18,15,1518
551,551,19,22,1922
552,552,15,16,1516
553,553,19,22,1922
554,554,22,19,1922
555,555,15,1,115
556,556,15,0,015
557,557,18,15,1518
558,558,15,19,1519
559,559,22,19,1922
560,560,18,15,1518
561,561,15,19,1519
562,562,18,19,1819
563,563,19,15,1519
564,564,18,15,1518
565,565,18,15,1518
566,566,15,1,115
567,567,19,15,1519
568,568,22,19,1922
569,569,15,19,1519
570,570,15,19,1519
571,571,19,15,1519
572,572,18,19,1819
573,573,0,1,01
574,574,15,19,1519
575,575,22,19,1922
576,576,15,19,1519
577,577,15,4,415
578,578,22,19,1922
579,579,18,19,1819
580,580,4,27,427
581,581,15,19,1519
582,582,18,15,1518
583,583,15,18,1518
584,584,15,18,1518
585,585,15,19,1519
586,586,19,4,419
587,587,15,16,1516
588,588,18,19,1819
589,589,15,19,1519
590,590,16,15,1516
591,591,15,1,115
592,592,22,19,1922
593,593,15,19,1519
594,594,18,15,1518
595,595,19,18,1819
596,596,15,4,415
597,597,18,15,1518
598,598,16,21,1621
599,599,18,19,1819
600,600,15,19,1519
601,601,15,16,1516
602,602,19,15,1519
603,603,15,4,415
604,604,15,16,1516
605,605,15,18,1518
606,606,19,18,1819
607,607,15,18,1518
608,608,4,15,415
609,609,18,19,1819
610,610,15,4,415
611,611,15,0,015
612,612,19,22,1922
613,613,22,19,1922
614,614,18,19,1819
615,615,15,4,415
616,616,18,19,1819
617,617,15,19,1519
618,618,18,15,1518
619,619,18,19,1819
620,620,19,20,1920
621,621,15,19,1519
622,622,18,16,1618
623,623,15,16,1516
624,624,19,15,1519
625,625,19,20,1920
626,626,19,22,1922
627,627,15,19,1519
628,628,22,32,2232
629,629,15,18,1518
630,630,15,18,1518
631,631,19,20,1920
632,632,19,22,1922
633,633,19,6,619
634,634,22,19,1922
635,635,15,19,1519
636,636,19,15,1519
637,637,19,15,1519
638,638,19,18,1819
639,639,22,19,1922
640,640,18,19,1819
641,641,19,15,1519
642,642,22,19,1922
643,643,19,24,1924
644,644,19,22,1922
645,645,15,16,1516
646,646,19,6,619
647,647,15,0,015
648,648,15,18,1518
649,649,15,16,1516
650,650,18,15,1518
651,651,19,15,1519
652,652,22,20,2022
653,653,19,18,1819
654,654,16,15,1516
655,655,18,21,1821
656,656,18,15,1518
657,657,15,10,1015
658,658,18,16,1618
659,659,15,19,1519
660,660,19,22,1922
661,661,15,19,1519
662,662,19,16,1619
663,663,15,18,1518
664,664,15,19,1519
665,665,16,18,1618
666,666,18,15,1518
667,667,18,15,1518
668,668,18,16,1618
669,669,18,15,1518
670,670,20,19,1920
671,671,15,1,115
672,672,18,15,1518
673,673,19,6,619
674,674,15,0,015
675,675,18,16,1618
676,676,18,15,1518
677,677,1,0,01
678,678,19,22,1922
679,679,15,18,1518
680,680,19,18,1819
681,681,15,4,415
682,682,15,19,1519
683,683,15,16,1516
684,684,18,19,1819
685,685,22,19,1922
686,686,19,18,1819
687,687,15,18,1518
688,688,21,23,2123
689,689,15,18,1518
690,690,18,19,1819
691,691,15,18,1518
692,692,15,19,1519
693,693,19,15,1519
694,694,19,15,1519
695,695,22,19,1922
696,696,22,19,1922
697,697,19,15,1519
698,698,18,15,1518
699,699,15,18,1518
700,700,19,15,1519
701,701,15,18,1518
702,702,18,15,1518
703,703,15,4,415
704,704,19,15,1519
705,705,18,15,1518
706,706,18,15,1518
707,707,15,18,1518
708,708,15,4,415
709,709,22,19,1922
710,710,22,19,1922
711,711,18,15,1518
712,712,19,15,1519
713,713,20,5,520
714,714,31,6,631
715,715,15,18,1518
716,716,15,19,1519
717,717,22,19,1922
718,718,22,19,1922
719,719,18,19,1819
720,720,15,19,1519
721,721,15,16,1516
722,722,19,15,1519
723,723,16,19,1619
724,724,19,18,1819
725,725,18,15,1518
726,726,18,15,1518
727,727,18,15,1518
728,728,19,6,619
729,729,19,15,1519
730,730,15,19,1519
731,731,19,18,1819
732,732,16,18,1618
733,733,15,19,1519
734,734,15,19,1519
735,735,19,15,1519
736,736,19,15,1519
737,737,21,16,1621
738,738,19,37,1937
739,739,19,22,1922
740,740,19,32,1932
741,741,15,19,1519
742,742,19,22,1922
743,743,18,15,1518
744,744,18,15,1518
745,745,18,4,418
746,746,18,19,1819
747,747,15,0,015
748,748,18,15,1518
749,749,1,19,119
750,750,15,0,015
751,751,24,5,524
752,752,19,15,1519
753,753,18,15,1518
754,754,16,18,1618
755,755,22,19,1922
756,756,18,15,1518
757,757,15,19,1519
758,758,22,19,1922
759,759,19,20,1920
760,760,15,16,1516
761,761,19,15,1519
762,762,18,15,1518
763,763,15,18,1518
764,764,20,22,2022
765,765,15,19,1519
766,766,19,18,1819
767,767,15,18,1518
768,768,15,18,1518
769,769,15,19,1519
770,770,1,15,115
771,771,15,18,1518
772,772,15,27,1527
773,773,18,15,1518
774,774,15,24,1524
775,775,15,0,015
776,776,19,15,1519
777,777,19,15,1519
778,778,15,19,1519
779,779,15,19,1519
780,780,19,18,1819
781,781,15,18,1518
782,782,18,15,1518
783,783,18,15,1518
784,784,15,19,1519
785,785,15,4,415
786,786,15,16,1516
787,787,16,15,1516
788,788,15,0,015
789,789,18,19,1819
790,790,15,4,415
791,791,19,22,1922
792,792,19,32,1932
793,793,19,22,1922
794,794,19,15,1519
795,795,15,19,1519
796,796,18,15,1518
797,797,16,19,1619
798,798,18,19,1819
799,799,19,22,1922
800,800,19,22,1922
801,801,18,15,1518
802,802,19,16,1619
803,803,21,16,1621
804,804,22,19,1922
805,805,22,19,1922
806,806,15,18,1518
807,807,18,15,1518
808,808,19,20,1920
809,809,19,22,1922
810,810,19,15,1519
811,811,18,4,418
812,812,15,19,1519
813,813,19,22,1922
814,814,18,15,1518
815,815,15,18,1518
816,816,22,19,1922
817,817,18,21,1821
818,818,19,22,1922
819,819,18,15,1518
820,820,22,19,1922
821,821,22,19,1922
822,822,15,16,1516
823,823,21,16,1621
824,824,15,18,1518
825,825,18,19,1819
826,826,15,16,1516
827,827,15,19,1519
828,828,15,4,415
829,829,15,19,1519
830,830,19,15,1519
831,831,15,16,1516
832,832,18,16,1618
833,833,18,15,1518
834,834,15,18,1518
835,835,0,2,02
836,836,18,19,1819
837,837,18,19,1819
838,838,15,16,1516
839,839,19,15,1519
840,840,20,5,520
841,841,18,4,418
842,842,19,15,1519
843,843,16,5,516
844,844,16,29,1629
845,845,19,18,1819
846,846,15,18,1518
847,847,15,18,1518
848,848,15,19,1519
849,849,15,18,1518
850,850,20,19,1920
851,851,15,18,1518
852,852,22,19,1922
853,853,16,5,516
854,854,18,16,1618
855,855,18,29,1829
856,856,18,19,1819
857,857,18,19,1819
858,858,18,19,1819
859,859,15,18,1518
860,860,16,21,1621
861,861,18,15,1518
862,862,23,21,2123
863,863,22,19,1922
864,864,15,19,1519
865,865,15,4,415
866,866,22,19,1922
867,867,15,0,015
868,868,15,24,1524
869,869,18,16,1618
870,870,15,18,1518
871,871,0,2,02
872,872,15,18,1518
873,873,15,19,1519
874,874,15,19,1519
875,875,19,16,1619
876,876,15,29,1529
877,877,15,18,1518
878,878,19,22,1922
879,879,16,18,1618
880,880,18,16,1618
881,881,15,19,1519
882,882,15,16,1516
883,883,18,15,1518
884,884,19,18,1819
885,885,19,20,1920
886,886,18,19,1819
887,887,22,19,1922
888,888,16,18,1618
889,889,18,19,1819
890,890,19,22,1922
891,891,15,18,1518
892,892,18,15,1518
893,893,22,19,1922
894,894,19,22,1922
895,895,15,4,415
896,896,16,21,1621
897,897,19,22,1922
898,898,20,21,2021
899,899,18,15,1518
900,900,18,15,1518
901,901,15,19,1519
902,902,18,19,1819
903,903,19,18,1819
904,904,18,16,1618
905,905,19,18,1819
906,906,19,15,1519
907,907,19,18,1819
908,908,16,21,1621
909,909,19,15,1519
910,910,19,15,1519
911,911,19,15,1519
912,912,15,19,1519
913,913,19,20,1920
914,914,18,19,1819
915,915,19,16,1619
916,916,15,18,1518
917,917,19,18,1819
918,918,15,18,1518
919,919,15,16,1516
920,920,19,15,1519
921,921,15,19,1519
922,922,19,22,1922
923,923,15,29,1529
924,924,15,29,1529
925,925,19,25,1925
926,926,15,18,1518
927,927,19,16,1619
928,928,19,20,1920
929,929,18,15,1518
930,930,15,19,1519
931,931,18,19,1819
932,932,15,19,1519
933,933,22,19,1922
934,934,22,19,1922
935,935,15,19,1519
936,936,18,19,1819
937,937,18,15,1518
938,938,18,21,1821
939,939,15,18,1518
940,940,18,15,1518
941,941,18,16,1618
942,942,20,21,2021
943,943,19,6,619
944,944,15,18,1518
945,945,18,19,1819
946,946,15,18,1518
947,947,15,16,1516
948,948,22,19,1922
949,949,16,21,1621
950,950,22,19,1922
951,951,5,15,515
952,952,15,19,1519
953,953,18,16,1618
954,954,19,18,1819
955,955,15,16,1516
956,956,15,18,1518
957,957,15,18,1518
958,958,19,15,1519
959,959,15,19,1519
960,960,15,18,1518
961,961,18,15,1518
962,962,22,19,1922
963,963,18,15,1518
964,964,19,15,1519
965,965,15,27,1527
966,966,15,19,1519
967,967,19,18,1819
968,968,19,15,1519
969,969,0,1,01
970,970,19,15,1519
971,971,19,6,619
972,972,15,19,1519
973,973,18,15,1518
974,974,19,15,1519
975,975,19,22,1922
976,976,22,19,1922
977,977,19,15,1519
978,978,15,4,415
979,979,15,19,1519
980,980,22,19,1922
981,981,19,22,1922
982,982,15,19,1519
983,983,18,19,1819
984,984,15,18,1518
985,985,15,0,015
986,986,15,19,1519
987,987,18,16,1618
988,988,15,19,1519
989,989,22,19,1922
990,990,15,18,1518
991,991,19,18,1819
992,992,15,19,1519
993,993,15,18,1518
994,994,15,19,1519
995,995,15,19,1519
996,996,19,18,1819
997,997,15,4,415
998,998,18,19,1819
999,999,18,19,1819
1000,1000,22,19,1922
1001,1001,21,16,1621
1002,1002,19,22,1922
1003,1003,19,15,1519
1004,1004,15,0,015
1005,1005,15,18,1518
1006,1006,19,22,1922
1007,1007,15,18,1518
1008,1008,19,15,1519
1009,1009,18,15,1518
1010,1010,19,20,1920
1011,1011,15,19,1519
1012,1012,19,22,1922
1013,1013,16,18,1618
1014,1014,5,16,516
1015,1015,15,19,1519
1016,1016,15,1,115
1017,1017,18,19,1819
1018,1018,22,19,1922
1019,1019,22,19,1922
1020,1020,18,4,418
1021,1021,22,32,2232
1022,1022,22,19,1922
1023,1023,19,29,1929
1024,1024,15,0,015
1025,1025,18,15,1518
1026,1026,19,18,1819
1027,1027,21,23,2123
1028,1028,22,19,1922
1029,1029,15,4,415
1030,1030,15,18,1518
1031,1031,15,19,1519
1032,1032,19,15,1519
1033,1033,19,18,1819
1034,1034,15,1,115
1035,1035,19,22,1922
1036,1036,19,15,1519
1037,1037,18,15,1518
1038,1038,20,21,2021
1039,1039,15,0,015
1040,1040,15,19,1519
1041,1041,15,18,1518
1042,1042,15,18,1518
1043,1043,18,15,1518
1044,1044,19,15,1519
1045,1045,18,15,1518
1046,1046,19,15,1519
1047,1047,15,19,1519
1048,1048,19,15,1519
1049,1049,15,18,1518
1050,1050,1,15,115
1051,1051,19,18,1819
1052,1052,22,19,1922
1053,1053,21,33,2133
1054,1054,19,16,1619
1055,1055,22,20,2022
1056,1056,22,19,1922
1057,1057,15,19,1519
1058,1058,22,19,1922
1059,1059,18,19,1819
1060,1060,19,15,1519
1061,1061,15,19,1519
1062,1062,15,19,1519
1063,1063,20,17,1720
1064,1064,15,19,1519
1065,1065,15,19,1519
1066,1066,15,19,1519
1067,1067,22,20,2022
1068,1068,15,19,1519
1069,1069,22,19,1922
1070,1070,15,18,1518
1071,1071,19,18,1819
1072,1072,19,15,1519
1073,1073,18,16,1618
1074,1074,18,19,1819
1075,1075,22,19,1922
1076,1076,22,19,1922
1077,1077,22,19,1922
1078,1078,18,19,1819
1079,1079,18,19,1819
1080,1080,15,18,1518
1081,1081,15,18,1518
1082,1082,15,16,1516
1083,1083,15,16,1516
1084,1084,16,15,1516
1085,1085,18,19,1819
1086,1086,15,19,1519
1087,1087,15,18,1518
1088,1088,21,16,1621
1089,1089,19,15,1519
1090,1090,18,15,1518
1091,1091,19,17,1719
1092,1092,22,19,1922
1093,1093,15,19,1519
1094,1094,19,15,1519
1095,1095,22,19,1922
1096,1096,22,19,1922
1097,1097,22,19,1922
1098,1098,10,1,110
1099,1099,10,1,110
1100,1100,19,15,1519
1101,1101,22,19,1922
1102,1102,18,15,1518
1103,1103,15,0,015
1104,1104,15,18,1518
1105,1105,18,15,1518
1106,1106,15,18,1518
1107,1107,19,6,619
1108,1108,19,15,1519
1109,1109,19,18,1819
1110,1110,19,18,1819
1111,1111,20,17,1720
1112,1112,19,15,1519
1113,1113,19,15,1519
1114,1114,19,15,1519
1115,1115,15,24,1524
1116,1116,15,19,1519
1117,1117,15,1,115
1118,1118,19,15,1519
1119,1119,19,18,1819
1120,1120,15,18,1518
1121,1121,15,16,1516
1122,1122,15,5,515
1123,1123,19,15,1519
1124,1124,15,18,1518
1125,1125,18,15,1518
1126,1126,18,16,1618
1127,1127,18,19,1819
1128,1128,18,15,1518
1129,1129,15,4,415
1130,1130,15,4,415
1131,1131,15,18,1518
1132,1132,15,19,1519
1133,1133,18,15,1518
1134,1134,15,0,015
1135,1135,15,19,1519
1136,1136,18,19,1819
1137,1137,15,16,1516
1138,1138,15,16,1516
1139,1139,22,19,1922
1140,1140,18,19,1819
1141,1141,18,16,1618
1142,1142,15,0,015
1143,1143,18,19,1819
1144,1144,18,19,1819
1145,1145,19,22,1922
1146,1146,18,15,1518
1147,1147,22,19,1922
1148,1148,18,19,1819
1149,1149,15,18,1518
1150,1150,15,19,1519
1151,1151,15,18,1518
1152,1152,21,16,1621
1153,1153,4,18,418
1154,1154,16,19,1619
1155,1155,21,20,2021
1156,1156,16,19,1619
1157,1157,19,15,1519
1158,1158,15,19,1519
1159,1159,18,19,1819
1160,1160,18,19,1819
1161,1161,15,18,1518
1162,1162,15,19,1519
1163,1163,18,19,1819
1164,1164,18,19,1819
1165,1165,22,19,1922
1166,1166,15,1,115
1167,1167,18,15,1518
1168,1168,19,22,1922
1169,1169,18,15,1518
1170,1170,19,15,1519
1171,1171,16,15,1516
1172,1172,15,16,1516
1173,1173,18,15,1518
1174,1174,15,19,1519
1175,1175,19,15,1519
1176,1176,19,22,1922
1177,1177,19,20,1920
1178,1178,18,16,1618
1179,1179,18,15,1518
1180,1180,18,19,1819
1181,1181,18,15,1518
1182,1182,19,18,1819
1183,1183,15,18,1518
1184,1184,19,32,1932
1185,1185,15,19,1519
1186,1186,15,18,1518
1187,1187,20,18,1820
1188,1188,19,15,1519
1189,1189,15,19,1519
1190,1190,19,22,1922
1191,1191,18,16,1618
1192,1192,22,19,1922
1193,1193,18,19,1819
1194,1194,18,19,1819
1195,1195,22,20,2022
1196,1196,18,19,1819
1197,1197,19,18,1819
1198,1198,19,18,1819
1199,1199,22,19,1922
1200,1200,19,6,619
1201,1201,21,5,521
1202,1202,19,18,1819
1203,1203,15,18,1518
1204,1204,15,19,1519
1205,1205,15,1,115
1206,1206,19,15,1519
1207,1207,15,18,1518
1208,1208,18,15,1518
1209,1209,18,19,1819
1210,1210,15,19,1519
1211,1211,19,18,1819
1212,1212,19,18,1819
1213,1213,15,18,1518
1214,1214,15,1,115
1215,1215,18,15,1518
1216,1216,22,19,1922
1217,1217,18,19,1819
1218,1218,18,15,1518
1219,1219,15,0,015
1220,1220,19,20,1920
1221,1221,18,19,1819
1222,1222,19,15,1519
1223,1223,15,19,1519
1224,1224,15,18,1518
1225,1225,15,16,1516
1226,1226,16,21,1621
1227,1227,20,18,1820
1228,1228,18,15,1518
1229,1229,18,4,418
1230,1230,15,18,1518
1231,1231,15,19,1519
1232,1232,15,19,1519
1233,1233,19,15,1519
1234,1234,18,16,1618
1235,1235,19,15,1519
1236,1236,18,15,1518
