,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
511,511,22,18,1822
512,512,18,22,1822
513,513,18,22,1822
514,514,22,18,1822
515,515,18,22,1822
516,516,22,18,1822
517,517,22,31,2231
518,518,18,15,1518
519,519,22,18,1822
520,520,22,18,1822
521,521,22,39,2239
522,522,22,39,2239
523,523,18,22,1822
524,524,22,39,2239
525,525,22,39,2239
526,526,15,18,1518
527,527,18,15,1518
528,528,15,27,1527
529,529,15,18,1518
530,530,18,15,1518
531,531,18,15,1518
532,532,18,15,1518
533,533,18,15,1518
534,534,22,18,1822
535,535,18,16,1618
536,536,18,15,1518
537,537,18,16,1618
538,538,22,18,1822
539,539,15,18,1518
540,540,15,23,1523
541,541,22,20,2022
542,542,15,18,1518
543,543,18,16,1618
544,544,15,18,1518
545,545,18,15,1518
546,546,18,15,1518
547,547,18,15,1518
548,548,18,23,1823
549,549,15,18,1518
550,550,22,19,1922
551,551,22,19,1922
552,552,22,18,1822
553,553,22,18,1822
554,554,22,19,1922
555,555,22,31,2231
556,556,18,22,1822
557,557,22,18,1822
558,558,18,15,1518
559,559,18,15,1518
560,560,18,19,1819
561,561,18,16,1618
562,562,18,15,1518
563,563,18,15,1518
564,564,15,18,1518
565,565,22,18,1822
566,566,22,18,1822
567,567,18,15,1518
568,568,22,31,2231
569,569,22,20,2022
570,570,22,19,1922
571,571,22,18,1822
572,572,15,18,1518
573,573,15,22,1522
574,574,18,15,1518
575,575,15,18,1518
576,576,18,15,1518
577,577,15,18,1518
578,578,18,15,1518
579,579,15,19,1519
580,580,15,18,1518
581,581,15,18,1518
582,582,18,15,1518
583,583,15,19,1519
584,584,15,19,1519
585,585,15,19,1519
586,586,22,19,1922
587,587,18,15,1518
588,588,18,15,1518
589,589,22,18,1822
590,590,22,18,1822
591,591,18,15,1518
592,592,18,15,1518
593,593,18,22,1822
594,594,22,54,2254
595,595,22,54,2254
596,596,22,18,1822
597,597,22,18,1822
598,598,22,18,1822
599,599,22,18,1822
600,600,22,18,1822
601,601,18,22,1822
602,602,18,19,1819
603,603,18,15,1518
604,604,22,31,2231
605,605,18,15,1518
606,606,22,31,2231
607,607,18,15,1518
608,608,18,15,1518
609,609,22,18,1822
610,610,22,39,2239
611,611,22,18,1822
612,612,22,31,2231
613,613,18,15,1518
614,614,18,15,1518
615,615,18,15,1518
616,616,22,39,2239
617,617,22,18,1822
618,618,22,18,1822
619,619,18,22,1822
620,620,18,27,1827
621,621,22,39,2239
622,622,22,31,2231
623,623,22,39,2239
624,624,22,18,1822
625,625,22,31,2231
626,626,22,31,2231
627,627,18,22,1822
628,628,18,22,1822
629,629,18,22,1822
630,630,18,15,1518
631,631,19,15,1519
632,632,18,15,1518
633,633,15,18,1518
634,634,22,19,1922
635,635,18,15,1518
636,636,18,15,1518
637,637,18,15,1518
638,638,18,15,1518
639,639,18,15,1518
640,640,18,15,1518
641,641,15,18,1518
642,642,18,15,1518
643,643,18,16,1618
644,644,15,18,1518
645,645,18,15,1518
646,646,18,15,1518
647,647,18,15,1518
648,648,18,15,1518
649,649,18,15,1518
650,650,18,15,1518
651,651,18,15,1518
652,652,18,15,1518
653,653,18,15,1518
654,654,18,15,1518
655,655,18,15,1518
656,656,18,15,1518
657,657,18,15,1518
658,658,18,15,1518
659,659,22,31,2231
660,660,18,22,1822
661,661,22,31,2231
662,662,22,18,1822
663,663,22,31,2231
664,664,22,31,2231
665,665,22,31,2231
666,666,22,39,2239
667,667,18,22,1822
668,668,22,18,1822
669,669,22,18,1822
670,670,18,22,1822
671,671,18,15,1518
672,672,22,31,2231
673,673,22,18,1822
674,674,18,15,1518
675,675,18,15,1518
676,676,15,18,1518
677,677,18,15,1518
678,678,22,31,2231
679,679,22,31,2231
680,680,22,31,2231
681,681,22,39,2239
682,682,22,18,1822
683,683,15,18,1518
684,684,18,15,1518
685,685,18,15,1518
686,686,15,18,1518
687,687,22,31,2231
688,688,18,15,1518
689,689,22,19,1922
690,690,18,16,1618
691,691,18,15,1518
692,692,18,16,1618
693,693,18,15,1518
694,694,21,23,2123
695,695,18,15,1518
696,696,18,15,1518
697,697,22,19,1922
698,698,22,19,1922
699,699,18,15,1518
700,700,18,15,1518
701,701,15,22,1522
702,702,18,22,1822
703,703,18,15,1518
704,704,18,22,1822
705,705,22,54,2254
706,706,22,18,1822
707,707,22,18,1822
708,708,22,18,1822
709,709,18,22,1822
710,710,18,22,1822
711,711,22,18,1822
712,712,22,18,1822
713,713,22,18,1822
714,714,18,22,1822
715,715,18,22,1822
716,716,22,18,1822
717,717,22,18,1822
718,718,18,22,1822
719,719,22,18,1822
720,720,18,22,1822
721,721,22,18,1822
722,722,22,18,1822
723,723,22,18,1822
724,724,18,22,1822
725,725,22,18,1822
726,726,22,18,1822
727,727,22,18,1822
728,728,18,22,1822
729,729,18,22,1822
730,730,18,22,1822
731,731,22,18,1822
732,732,22,18,1822
733,733,22,18,1822
734,734,22,18,1822
735,735,22,18,1822
736,736,22,18,1822
737,737,18,22,1822
738,738,22,18,1822
739,739,22,18,1822
740,740,18,22,1822
741,741,18,22,1822
742,742,22,31,2231
743,743,18,22,1822
744,744,22,18,1822
745,745,22,31,2231
746,746,22,31,2231
747,747,22,18,1822
748,748,18,22,1822
749,749,22,39,2239
750,750,18,15,1518
751,751,15,18,1518
752,752,18,27,1827
753,753,18,15,1518
754,754,18,27,1827
755,755,22,31,2231
756,756,19,15,1519
757,757,15,19,1519
758,758,18,15,1518
759,759,15,19,1519
760,760,18,15,1518
761,761,18,15,1518
762,762,22,39,2239
763,763,18,15,1518
764,764,18,15,1518
765,765,22,31,2231
766,766,22,54,2254
767,767,18,15,1518
768,768,22,18,1822
769,769,18,15,1518
770,770,18,15,1518
771,771,22,19,1922
772,772,18,15,1518
773,773,15,18,1518
774,774,22,31,2231
775,775,18,22,1822
776,776,18,22,1822
777,777,22,18,1822
778,778,22,18,1822
779,779,22,39,2239
780,780,22,19,1922
781,781,22,19,1922
782,782,18,22,1822
783,783,18,19,1819
784,784,22,18,1822
785,785,22,18,1822
786,786,18,15,1518
787,787,18,19,1819
788,788,18,19,1819
789,789,18,45,1845
790,790,18,15,1518
791,791,15,18,1518
792,792,15,18,1518
793,793,22,31,2231
794,794,18,22,1822
795,795,22,19,1922
796,796,18,15,1518
797,797,22,31,2231
798,798,22,19,1922
799,799,22,19,1922
800,800,22,31,2231
801,801,22,18,1822
802,802,15,19,1519
803,803,18,15,1518
804,804,18,15,1518
805,805,18,22,1822
806,806,22,18,1822
807,807,22,31,2231
808,808,22,31,2231
809,809,18,22,1822
810,810,18,15,1518
811,811,22,19,1922
812,812,22,32,2232
813,813,22,19,1922
814,814,15,18,1518
815,815,18,19,1819
816,816,15,22,1522
817,817,15,18,1518
818,818,18,15,1518
819,819,15,18,1518
820,820,18,15,1518
821,821,22,15,1522
822,822,22,18,1822
823,823,22,39,2239
824,824,22,31,2231
825,825,18,15,1518
826,826,22,31,2231
827,827,22,19,1922
828,828,15,18,1518
829,829,18,15,1518
830,830,22,39,2239
831,831,18,15,1518
832,832,18,15,1518
833,833,18,22,1822
834,834,18,27,1827
835,835,22,31,2231
836,836,22,18,1822
837,837,22,18,1822
838,838,22,31,2231
839,839,18,15,1518
840,840,22,31,2231
841,841,22,18,1822
842,842,22,39,2239
843,843,22,18,1822
844,844,18,15,1518
845,845,18,15,1518
846,846,22,18,1822
847,847,18,22,1822
848,848,22,31,2231
849,849,22,31,2231
850,850,18,15,1518
851,851,22,19,1922
852,852,22,19,1922
853,853,22,19,1922
854,854,22,18,1822
855,855,22,19,1922
856,856,22,18,1822
857,857,22,54,2254
858,858,22,18,1822
859,859,22,18,1822
860,860,22,19,1922
861,861,22,19,1922
862,862,22,31,2231
863,863,22,18,1822
864,864,22,18,1822
865,865,22,18,1822
866,866,18,45,1845
867,867,18,22,1822
868,868,22,18,1822
869,869,22,18,1822
870,870,18,19,1819
871,871,18,19,1819
872,872,18,22,1822
873,873,22,18,1822
874,874,22,18,1822
875,875,18,16,1618
876,876,18,45,1845
877,877,18,22,1822
878,878,18,19,1819
879,879,18,22,1822
880,880,22,18,1822
881,881,18,19,1819
882,882,22,31,2231
883,883,18,22,1822
884,884,22,31,2231
885,885,22,31,2231
886,886,22,18,1822
887,887,22,19,1922
888,888,22,18,1822
889,889,22,31,2231
890,890,22,54,2254
891,891,22,39,2239
892,892,18,15,1518
893,893,18,19,1819
894,894,18,22,1822
895,895,18,15,1518
896,896,22,18,1822
897,897,22,18,1822
898,898,18,15,1518
899,899,18,19,1819
900,900,18,15,1518
901,901,18,15,1518
902,902,22,31,2231
903,903,22,18,1822
904,904,22,31,2231
905,905,18,15,1518
906,906,22,18,1822
907,907,22,18,1822
908,908,18,15,1518
909,909,22,54,2254
910,910,22,18,1822
911,911,22,31,2231
912,912,22,18,1822
913,913,22,31,2231
914,914,18,22,1822
915,915,22,19,1922
916,916,22,39,2239
917,917,22,18,1822
918,918,18,22,1822
919,919,22,18,1822
920,920,22,18,1822
921,921,18,22,1822
922,922,18,24,1824
923,923,22,15,1522
924,924,18,27,1827
925,925,15,18,1518
926,926,22,39,2239
927,927,18,15,1518
928,928,18,15,1518
929,929,15,19,1519
930,930,18,15,1518
931,931,18,15,1518
932,932,18,15,1518
933,933,18,15,1518
934,934,22,15,1522
935,935,22,15,1522
936,936,18,15,1518
937,937,18,22,1822
938,938,15,18,1518
939,939,15,18,1518
940,940,15,19,1519
941,941,22,19,1922
942,942,22,54,2254
943,943,22,18,1822
944,944,22,18,1822
945,945,22,18,1822
946,946,22,31,2231
947,947,22,18,1822
948,948,18,22,1822
949,949,22,54,2254
950,950,22,54,2254
951,951,22,18,1822
952,952,22,18,1822
953,953,22,18,1822
954,954,18,45,1845
955,955,22,15,1522
956,956,22,19,1922
957,957,22,31,2231
958,958,22,18,1822
959,959,22,54,2254
960,960,22,54,2254
961,961,22,39,2239
962,962,22,31,2231
963,963,18,15,1518
964,964,22,31,2231
965,965,18,15,1518
966,966,18,15,1518
967,967,22,39,2239
968,968,18,15,1518
969,969,18,15,1518
970,970,18,27,1827
971,971,18,15,1518
972,972,22,18,1822
973,973,22,39,2239
974,974,22,20,2022
975,975,22,39,2239
976,976,22,31,2231
977,977,22,39,2239
978,978,22,39,2239
979,979,22,18,1822
980,980,18,27,1827
981,981,18,19,1819
982,982,18,15,1518
983,983,22,18,1822
984,984,22,31,2231
985,985,18,19,1819
986,986,18,27,1827
987,987,22,19,1922
988,988,18,15,1518
989,989,22,19,1922
990,990,18,15,1518
991,991,22,31,2231
992,992,22,31,2231
993,993,22,31,2231
994,994,22,31,2231
995,995,22,31,2231
996,996,22,31,2231
997,997,18,15,1518
998,998,18,15,1518
999,999,18,15,1518
1000,1000,22,31,2231
1001,1001,18,19,1819
1002,1002,22,31,2231
1003,1003,22,31,2231
1004,1004,18,15,1518
1005,1005,18,19,1819
1006,1006,18,19,1819
1007,1007,18,15,1518
1008,1008,22,31,2231
1009,1009,22,31,2231
1010,1010,22,54,2254
1011,1011,22,31,2231
1012,1012,22,54,2254
1013,1013,22,54,2254
1014,1014,22,54,2254
1015,1015,22,18,1822
1016,1016,22,18,1822
1017,1017,22,18,1822
1018,1018,22,18,1822
1019,1019,22,54,2254
1020,1020,18,22,1822
1021,1021,22,18,1822
1022,1022,18,45,1845
1023,1023,22,18,1822
1024,1024,18,22,1822
1025,1025,18,15,1518
1026,1026,22,18,1822
1027,1027,18,15,1518
1028,1028,22,18,1822
1029,1029,22,31,2231
1030,1030,18,22,1822
1031,1031,18,22,1822
1032,1032,22,31,2231
1033,1033,22,54,2254
1034,1034,22,54,2254
1035,1035,22,31,2231
1036,1036,22,54,2254
1037,1037,22,18,1822
1038,1038,22,31,2231
1039,1039,22,18,1822
1040,1040,22,18,1822
1041,1041,22,31,2231
1042,1042,22,18,1822
1043,1043,22,54,2254
1044,1044,22,31,2231
1045,1045,22,31,2231
1046,1046,22,54,2254
1047,1047,22,31,2231
1048,1048,22,18,1822
1049,1049,18,22,1822
1050,1050,22,18,1822
1051,1051,18,22,1822
1052,1052,22,18,1822
1053,1053,22,18,1822
1054,1054,22,31,2231
1055,1055,22,18,1822
1056,1056,18,27,1827
1057,1057,22,39,2239
1058,1058,22,19,1922
1059,1059,22,19,1922
1060,1060,22,19,1922
1061,1061,22,31,2231
1062,1062,22,54,2254
1063,1063,22,18,1822
1064,1064,22,31,2231
1065,1065,22,54,2254
1066,1066,18,22,1822
1067,1067,22,20,2022
1068,1068,22,18,1822
1069,1069,22,18,1822
1070,1070,22,18,1822
1071,1071,22,18,1822
1072,1072,22,18,1822
1073,1073,22,18,1822
1074,1074,22,32,2232
1075,1075,22,54,2254
1076,1076,22,31,2231
1077,1077,18,22,1822
1078,1078,22,31,2231
1079,1079,22,32,2232
1080,1080,22,18,1822
1081,1081,22,18,1822
1082,1082,22,18,1822
1083,1083,22,18,1822
1084,1084,22,31,2231
1085,1085,22,18,1822
1086,1086,18,27,1827
1087,1087,18,15,1518
1088,1088,19,15,1519
1089,1089,22,31,2231
1090,1090,22,54,2254
1091,1091,18,22,1822
1092,1092,22,54,2254
1093,1093,22,18,1822
1094,1094,22,18,1822
1095,1095,22,18,1822
1096,1096,18,22,1822
1097,1097,22,18,1822
1098,1098,22,18,1822
1099,1099,22,19,1922
1100,1100,22,19,1922
1101,1101,22,31,2231
1102,1102,22,19,1922
1103,1103,22,54,2254
1104,1104,22,18,1822
1105,1105,22,31,2231
1106,1106,22,31,2231
1107,1107,22,31,2231
1108,1108,22,18,1822
1109,1109,22,19,1922
1110,1110,22,31,2231
1111,1111,22,31,2231
1112,1112,22,39,2239
1113,1113,22,31,2231
1114,1114,22,19,1922
1115,1115,22,19,1922
1116,1116,22,54,2254
1117,1117,22,18,1822
1118,1118,22,31,2231
1119,1119,22,18,1822
1120,1120,18,22,1822
1121,1121,22,18,1822
1122,1122,22,31,2231
1123,1123,22,18,1822
1124,1124,22,31,2231
1125,1125,18,15,1518
1126,1126,22,54,2254
1127,1127,22,19,1922
1128,1128,22,31,2231
1129,1129,22,19,1922
1130,1130,22,31,2231
1131,1131,22,31,2231
1132,1132,18,15,1518
1133,1133,22,54,2254
1134,1134,22,54,2254
1135,1135,18,22,1822
1136,1136,18,22,1822
1137,1137,22,18,1822
1138,1138,22,18,1822
1139,1139,22,31,2231
1140,1140,22,54,2254
1141,1141,22,18,1822
1142,1142,22,54,2254
1143,1143,18,22,1822
1144,1144,15,24,1524
1145,1145,15,27,1527
1146,1146,15,27,1527
1147,1147,22,19,1922
1148,1148,18,15,1518
1149,1149,22,19,1922
1150,1150,22,54,2254
1151,1151,22,31,2231
1152,1152,22,31,2231
1153,1153,15,19,1519
1154,1154,18,22,1822
1155,1155,18,22,1822
1156,1156,22,31,2231
1157,1157,18,27,1827
1158,1158,18,15,1518
1159,1159,15,18,1518
1160,1160,15,18,1518
1161,1161,18,27,1827
1162,1162,22,54,2254
1163,1163,22,31,2231
1164,1164,22,31,2231
1165,1165,22,31,2231
1166,1166,22,54,2254
1167,1167,22,18,1822
1168,1168,18,15,1518
1169,1169,18,27,1827
1170,1170,15,18,1518
1171,1171,22,19,1922
1172,1172,15,16,1516
1173,1173,18,15,1518
1174,1174,18,19,1819
1175,1175,22,18,1822
1176,1176,22,39,2239
1177,1177,18,19,1819
1178,1178,15,18,1518
1179,1179,18,15,1518
1180,1180,22,31,2231
1181,1181,22,54,2254
1182,1182,22,31,2231
1183,1183,22,31,2231
1184,1184,22,18,1822
1185,1185,22,54,2254
1186,1186,22,18,1822
1187,1187,22,18,1822
1188,1188,22,19,1922
1189,1189,22,31,2231
1190,1190,18,15,1518
1191,1191,22,15,1522
1192,1192,22,18,1822
1193,1193,22,54,2254
1194,1194,22,31,2231
1195,1195,18,15,1518
1196,1196,15,27,1527
1197,1197,22,19,1922
1198,1198,22,18,1822
1199,1199,18,15,1518
1200,1200,22,19,1922
1201,1201,18,15,1518
1202,1202,18,15,1518
1203,1203,18,20,1820
1204,1204,22,31,2231
1205,1205,22,31,2231
1206,1206,18,15,1518
1207,1207,22,31,2231
1208,1208,18,15,1518
1209,1209,22,18,1822
1210,1210,22,31,2231
1211,1211,22,18,1822
1212,1212,18,19,1819
1213,1213,18,15,1518
1214,1214,22,31,2231
1215,1215,18,22,1822
1216,1216,18,15,1518
1217,1217,18,15,1518
1218,1218,22,15,1522
1219,1219,15,22,1522
1220,1220,22,15,1522
1221,1221,22,19,1922
1222,1222,22,19,1922
1223,1223,22,31,2231
1224,1224,22,31,2231
